,Topic1,Topic2,Topic3,Topic4,Topic5
comedy,1.0270824254374469,0.20206433885163766,0.20397983391449354,0.2011826052954636,0.2006696490128517
comepletely,0.9589534516862526,0.20093189751010224,0.21417169898401706,0.20000260877667791,0.20649223714033071
comersials,0.200107254282099,1.048907322720781,0.20002436733097034,0.20006568067770114,0.2000181099459123
comes,0.984881440677291,1534.4048535062939,0.20430524839392958,4.019996843221113,0.2056857309423833
comesw,0.20001750077795435,0.20525409855593693,0.204355974861181,1.0442559978584682,0.20000276083263321
cometics,0.8211488220502511,0.2009070937728186,0.2018489071299768,0.20515434860561071,0.2000034506709401
comfort,0.2037586018220626,0.20464473788373955,0.20849880757928788,10.339444238682825,0.20390781443021513
comfortable,0.2044185810187786,80.13280582301385,0.2065000193271758,0.9070533164921696,18.103426384480063
comfortably,0.2044239273075711,0.20500372186257954,4.452453063788295,3.1984131785102226,0.2048159860044797
comforting,0.20000989080986004,0.20562395102210984,0.20471526791021746,2.635084139183241,0.20148901217357207
comforts,0.23619624416842358,1.5104489182630305,0.2000067038018382,0.20001427964385568,0.2006936162254241
comftorable,0.21052683140310113,0.21327041358705573,0.21116187890233282,1.4625145069398784,0.20000540170825737
comfy,0.22860637742150022,0.21219454741840163,0.20001104647103854,0.2141130243497006,2.6880376327032334
comglycolic,1.56366193365383,0.20084903138880933,0.20196935053591172,0.20982743302883625,0.20068276541206762
comic,2.1197498812709954,0.20166632257239778,0.20244925349176618,0.20417762889685595,0.2019119112854241
comin,0.20392970525535695,0.20462359245068387,0.20120641323913133,0.8085799015793096,0.20000333382499214
comination,0.20561515305294173,2.383797683312397,0.2117260371286828,0.20238497558110047,0.20232438669695918
coming,0.20374573817243155,212.38951486668114,0.20473731268378909,0.3344293788098592,64.11355380040442
comings,0.2029330998767353,0.2039142240870231,0.21176634670257707,0.20522674791402282,0.9972124829986405
comit,0.20000573336640215,0.20256420702785521,0.20000083576375693,0.20000171062693636,0.8827091797068608
comlaint,0.21155594873016262,1.5510245874068824,0.2000162840649539,0.2069684909801241,0.2000148750926628
comletely,0.2000169222998123,0.2763284561187735,0.2136065387851614,0.9411707129203228,0.20854648074491589
comlpaints,1.0747499967140706,0.20940806170442372,0.20433511965541676,0.2000076411491866,0.2043927207211243
commando,0.20000683746240897,0.2037595236236065,0.20473752753151273,1.5102268572903603,0.20000108746449072
commenced,0.20001302582812439,0.2027911538884324,0.2000037333030846,1.161418889378351,0.21708420147419938
commend,0.20044483807957308,0.20064573533814534,2.0726558700518374,0.2010827096904235,0.20436604795224714
commendable,1.675281825094275,0.21530033603017054,0.2021894752408745,0.20794277363569683,0.2000017526895743
comment,0.20888670223604558,110.45227426561243,0.20900720272103374,0.20991055320569368,0.20682531257510545
commentary,0.2004772883724144,0.20227954615640004,0.20821238623120683,0.2047484823981273,0.922002172607475
commented,0.2054313672765179,0.20661088032928707,9.3886692236675,10.60677401387607,51.75151441754194
commenting,0.201290217250918,0.20334617966925847,0.20227333447725798,0.20543197605523647,7.716532456723815
comments,0.20397557253162382,108.23781701911679,0.20762574260329486,0.2089200168233439,0.20893428008542875
commercial,6.535964202036413,0.2029514141968742,44.461184307312436,0.20321032983017692,0.2093294923101541
commercialized,0.20002320825387665,0.2015391248859563,0.9445282565054607,0.20001460332638324,0.20000333967349573
commercially,1.8544661323421467,0.2016562285996725,0.20006856624250668,0.20231071162817313,0.20042747195253216
commercials,0.2014895788437045,0.20217363235316763,61.45334878023785,0.20181059562517,0.2031949061515749
commerical,2.117930291102796,0.20088504822142578,0.20191434677527695,0.20092774030760163,0.20365640037854363
commericals,0.20002428724384475,0.203676850098428,0.21558642606948353,0.20001445392835437,0.9925864604204769
commericials,0.20999163536214155,2.0067997086243436,0.20716901212805183,0.2009440447410233,0.20702953527836976
commission,0.2021350979644891,0.20341283164042814,2.787328140612312,0.2112088721583244,0.2060343131264473
commit,0.20446228520437534,0.2035667269509897,5.49517987360515,0.20226710275312007,0.20994174416709846
commited,0.20558597666279943,2.159462906369472,0.2063976571452482,0.20309587687515931,0.2382722500500724
commitment,1.1624371183688629,0.20404286471378227,0.2000058694342951,0.20001413948234853,0.20400445250956262
commits,0.20003551892777352,0.2086504686376954,0.20000810609776618,0.20001988540219143,1.2809526618904654
committed,0.204678027516403,0.2028239775779195,0.20450051674901226,8.190386553367395,0.20434260796930898
committing,0.20113256584178948,0.20259191947225322,0.20377335476488048,0.20086522725956613,11.003757645505534
commodity,0.20001140808792164,0.20391700499985982,0.20180306777578372,0.20000523605618964,0.8992920111532415
common,0.20393929300582672,0.23091249571827394,17.821316267563393,25.564501246452643,0.20789823014963743
commonly,0.20270212527004028,0.20263748195641273,0.2024494398549735,8.345765372878178,0.20443548794068547
commonplace,0.2122933297964617,0.20650406062852777,1.1123383837747116,0.20000541400166674,0.20759993814556107
communicating,0.8919793644512065,0.2021229458860996,0.20209248386966058,0.2000076022615189,0.20882633167354248
communities,0.8179541628244124,0.20041370834892053,0.20025763954453707,0.20159872879019222,0.20167305019447254
community,0.21953676374352304,0.203662463570636,0.20049446014180958,2.8029240306554013,0.2122624709622499
communitys,0.8638547548067826,0.20111058425237366,0.20336823893964348,0.2011001720911627,0.20424613104988693
commute,0.2000666436516993,0.20594361348941054,0.2049062760322491,9.165602689802027,0.2026478290769955
commuter,2.0027386709487547,0.2014226027344579,0.20164971747437258,0.20191550565393324,0.20314625500041683
comnegenic,0.20062709884394184,0.20174169269729214,0.20044633222044594,1.4747111861636797,0.20238093279206298
comnplexion,0.2103374785117391,0.21574048778325983,0.2000034823331688,0.21458215533363068,1.3230283276945691
como,1.6587432631004078,0.20000000844137952,0.20001010616381928,0.2000833848027386,0.20000003314258885
comobination,0.20013847669281107,1.1810359869334126,0.20003108539364078,0.2000846205729541,0.20002083401901122
comodegenic,0.2073214256224818,0.2023900075988573,0.22540266805612408,1.1113434869554957,0.22943631078819032
comodgenic,0.2020257004083395,0.20142748059112017,0.20688758809670518,0.21201279159333042,1.0957487629992095
comodogenic,0.20288062329096343,0.20782163043890706,0.20052484674664042,0.2304679037186605,4.981472839598202
comogenic,0.20585397613601314,0.20222123140767734,0.2000032733487103,0.4355204185183313,0.6339279365673298
comp,1.1506438978251061,0.20648438173485006,0.2028043154600716,0.20099659628217362,0.2095752530939976
compace,0.200074568731118,1.1818322247528004,0.20001539742288948,0.20004047937478991,0.20479321878141515
compact,0.203546504455537,821.4426568010423,0.20286283233158062,6.377874711997717,70.56412558863227
compacted,0.20276247927858418,0.2037872821240124,0.2036653605948261,2.5882529489784987,0.20174363746766852
compacts,0.20439223063581893,56.2206915331522,0.20249082959041878,0.20387917627139912,10.080574044116432
compactso,0.2000119617688603,0.20614191478812907,0.2029921472119259,0.2024326444003678,0.8067642780899285
compaines,0.20001668765660963,1.069330100648436,0.23404191278311973,0.20173297286509745,0.21298064931619395
compaints,0.9095637420216238,0.20013794640572616,0.20673572835422876,0.20165088758779307,0.20311495960471249
compair,0.20005915325422818,0.2100141643187944,0.20001292688341896,1.0533925435939921,0.20000889753269055
companies,0.2038811976943155,0.20495771975666707,18.964508704202583,28.44440941478616,40.21501399534861
companion,0.20957802448511323,0.2037192762210828,0.20193783120389738,4.123292969741583,0.20269832823553807
companty,0.9695153067032668,0.20312019930052289,0.20182897069218705,0.20429234869881355,0.20620224438419846
company,0.20774629702088557,0.20340876358005283,82.0407756349228,29.177628409642736,62.94548609700008
companys,0.20001302751125674,0.20279158067771938,0.2000037321251726,1.161391652659524,0.21711101090415202
comparable,0.20419794982152414,33.680542516602905,0.20360128933844931,61.64501318515293,0.20470408209220978
comparably,2.0797839030083427,0.2051920615553952,0.20000215604494379,0.20143433546724465,0.20450569790667492
comparative,0.20644509441150108,0.2053916963614491,0.20971307550092586,1.0261378797358267,0.21579993953245227
comparatively,0.207698382096117,0.20623195723185853,1.9936630513878686,0.20001132643331904,0.2070103176808046
compare,0.2035038393101716,203.23605954837566,12.916303473898711,0.20884357116913604,28.571595990276165
compared,0.2044051922302174,331.74705827429597,16.271998732874472,90.60497335275896,0.20678527812840114
compares,0.20260754826945065,31.257789025625133,0.20374274289934302,6.019082003752146,0.20750111074605251
comparible,1.5323810149754105,0.2051939199816449,0.20000501025297804,0.21504418934768765,0.20224594757785402
comparing,0.20730459486279268,27.49451865664537,0.21257842945554434,12.07112604403666,0.20763846547747106
comparisions,0.2064867798422452,0.22569931632797952,1.053357606309441,0.20000744882922206,0.20237802794730225
comparison,0.20256725966207922,66.00479003395559,2.7153945350050397,40.28083018694553,4.5951287106133885
comparisons,0.20559710718585825,9.966599257219189,0.20544947990664061,0.2114340669579262,0.20766811961527845
compartement,0.20237056842247605,0.20365621371764406,0.20000205519983186,0.20000425079032685,0.8910346056419768
compartment,0.2031131134872716,66.30532099720436,0.20151583254667083,0.20390053359633553,0.20188278120130995
compartments,0.20510381067283223,7.017520860646513,0.20306196069230698,0.20226049981595928,0.20176457923208194
compatible,0.20523601130931107,12.355603503581403,0.21224456214519324,0.20709721587753116,0.21140615134598578
compel,0.7836026427116308,0.2014467810262946,0.20697015472431557,0.20492807608674074,0.20390315820126345
compelled,0.20407030996070227,0.20778270820018202,13.171435185384492,0.21445875675628676,6.548098973945135
compelling,0.20256363568946512,0.20207595152879845,0.21141734085416714,0.2000078332505894,0.9601028225354222
compensate,9.576439257022647,0.20326431701494446,0.20920209161681907,0.20499775901862363,0.20914897869899218
compensates,0.21198526808904145,0.2074229481672138,0.2010522357878467,4.042723288707648,0.20016759552374086
compensating,0.20001558740998057,0.21383767127631886,0.22877886238172776,0.23581868170507903,1.2112158379266076
comperable,0.2000154540813503,0.20082110364501793,0.9605149279017433,0.20346586468027458,0.20264977349742055
compete,0.20473385289477838,8.933432981951448,0.2044679962991079,0.22434135267237024,0.20232122465617494
competely,0.20849765061839381,0.2080672923273322,0.914111258027616,0.20301947937950737,0.23377144320218382
competent,0.20125015111922112,0.20436350681236565,0.20179133392036205,0.203151924071334,1.808959443259274
competently,0.2056098088646373,0.20683840460131164,0.21345482759049295,0.2000106882107809,1.2054172086778538
competes,0.20002117867198724,0.21604977164114195,0.20000459688332975,1.3038858964210318,0.2000032658909872
competetive,0.20001929399854038,0.21046163579069965,0.2009493884920668,0.20000677153982313,0.8140333942077084
competing,0.20002548406981469,2.043719092774652,0.2077062269994618,0.28814284019922687,0.20763229196965924
competition,6.484046921714216,0.2031020034970809,0.20466488272733066,0.20398708531701285,0.20437501352245768
competitions,1.4697150669893742,0.2017128687943155,0.20348541420478003,0.2005711899742047,0.20081171589736985
competitive,0.20183554729835118,0.20159764159013543,0.2019938703406914,4.627912709722195,0.20152218977811137
competitor,0.20902942876756017,1.086070651814447,0.20001011691255774,0.2000272708704005,0.20776182150565511
competitors,1.8218465609296064,0.203296239114186,0.20227402784317472,1.257372343978549,0.20306449394767395
compexions,1.6292486905968775,0.20298387703241658,0.20793568181249192,0.2129901763742078,0.20000302329145075
compiments,0.21022090263295284,0.21408314415976254,0.27537042640396886,0.20932571240647144,1.862004297164716
complain,0.20310567416032138,101.69601642870491,0.20410336500338283,0.20590319228192897,9.206385272334412
complainded,0.9954275237780151,0.20317905857269175,0.2016735095858667,0.20000443551578276,0.20705726064115482
complained,0.20238729535120387,26.940664868569982,0.21519955950298214,0.2059352351088964,17.468112816069922
complaining,0.2018131423684207,0.2064856342926609,0.20396786278619333,49.84654515084374,0.20472173858885756
complainment,1.1431891726106311,0.2212711754662282,0.200012544706531,0.2000317074459693,0.21138929847701446
complains,11.354657899224929,0.20381079428245186,0.20411335782418918,0.2027831252751112,0.20441746851933568
complaint,0.20350142089480686,0.20790403579228733,0.20333024367138722,265.5349548301535,0.2052742294267582
complaints,0.206801393736498,0.20744885139085759,0.20908636002761902,125.38622063998591,0.21003109570971776
complants,0.20005277422956785,1.1597095651027038,0.20001108384943275,0.20002707095157943,0.20000747158834073
complected,0.2033086324988432,0.2044213581743049,7.1902559975298255,0.20591639175258625,10.148298662645653
complection,0.20531620985301294,6.819105832755527,8.462980914773446,0.20493523860573168,0.20606825893657998
complections,0.20006570499087012,1.0877989054039578,0.20001619197926424,0.20003782162554382,0.20001055529226194
compleetly,0.9348550624405679,0.20183124219490617,0.20000143196379674,0.200003150475365,0.20102898881954148
compleltley,0.20001750860771111,0.20369386885428692,0.20000379052792103,0.21421058933738052,1.0849735327968566
complement,5.809310428723037,0.20350401363344167,0.2021188095520514,0.2068642256250612,0.20340736186242908
complementary,0.20502864910419558,0.20238070718069598,0.20215119350003508,0.20152198901406526,2.874059670874678
complemented,0.20349816465290377,5.6842506469599225,0.20595405076557247,0.20384964260949573,14.120465015860256
complements,0.20436224942404452,0.20534473075820378,0.2032562991128199,0.2046952132932488,20.933526807099607
complete,0.20475208146425317,105.72740701353798,69.59886486461542,0.21059479967476005,0.219575990914642
completed,0.20877346533414468,0.20243385186772164,0.20786405938969535,0.2023746188467909,3.590441628461755
completely,0.5701306476738399,546.1785346820391,78.9801437039545,70.36762265147492,221.9919000664224
completes,0.20372108761227659,0.21023213488784498,0.20594256402874025,2.049341712450227,0.2000026844621643
completey,0.2000087631475329,0.20067395225971196,0.20114762096367914,0.20000449565860914,0.983124237786903
completion,0.200035175969104,2.0289037558886327,0.22203332436949608,0.20590460170372993,0.2216952161655509
completley,0.2018036791183845,0.20552409399385074,3.719858115514658,0.20827418168399475,0.6811554579609106
completly,0.20081544899878562,3.2428206267639887,0.2019604223436602,0.20290750505940375,11.12001860861524
complex,0.2040157387977724,0.205824904296422,0.2082198688718882,15.807501976809455,6.24747960582594
complexion,0.20506855024621934,514.3951650912637,0.20557683727446502,10.707141717328726,189.43305102313974
complexioned,0.2118720420062758,2.7360337939996198,0.20910043839786524,0.20182055892821144,0.2228931938178291
complexions,0.20635308990747817,22.75368207849229,0.20485034164478852,4.667875187417277,0.20380256550193168
complextion,0.20379224149493558,12.656305760104805,0.20167251587624066,0.20233268379589536,0.20532236672797946
compliaments,1.3577733732791202,0.2026552547764288,0.20466804144171985,0.20050231971750077,0.20446698642422967
compliant,0.20405252623126452,0.20460839533298714,0.2060912021732754,1.9371924535884775,0.20579128075652237
complicate,0.20958816678008757,0.20400881451603636,0.2000018562947133,1.1120378123526504,0.20273207519172348
complicated,0.23763355230834834,13.179550699175847,1.6747284229755632,0.20531311767581364,0.21007520490966133
complicatedly,0.21107700966495566,0.23214616943917896,0.20328321399855265,0.20001339260333478,0.9837930217742923
complication,0.20000705945113556,0.20128108329384994,0.20042546527079916,0.20034945138724047,1.6046310954806664
complications,0.2009603898685558,0.20073434577225605,2.009283747196775,0.20096232178622198,0.20181586283235575
complied,0.20071237217900084,0.20984233076045494,0.21349011976567592,1.5880837372603833,0.2024731692673092
compliment,0.20427130315094294,14.57297339120817,0.20336427683240912,0.20369178733459198,31.254561670338536
complimentary,0.20235047099620107,0.20861426726516316,0.20276053192023955,13.016185112480143,0.20784100399410724
complimented,0.20749000655315283,26.79437548995819,13.323600695221682,0.20442250564336562,0.20926522618522284
complimenting,0.20289182379761705,3.0657149013351286,0.20293538146933285,0.20194894441925598,7.147877314189121
compliments,0.20474405034465093,324.1883181729009,0.2051218568951221,0.2036348741891296,0.2099432246507725
complitmented,0.2001265249078956,0.23627232724653777,0.20003009157141624,0.9633613232690966,0.2075515207863888
comply,0.20000949654499928,0.213141353079117,0.20364296776524085,0.2000045274381476,0.856881536015874
componants,0.23026486694441323,0.2041391769366114,0.2000094974263928,0.20001935100619747,1.542557621457394
component,10.283478872699652,0.20391667288663304,0.20508834946306748,0.20462920171820168,0.2047885078245126
components,0.20439155178088644,0.20630608444651036,6.374877596550302,0.2101811027215506,0.20275477630339048
composed,0.20137503761669387,0.20257800629514588,0.201692172768052,2.269545908744504,0.20023341455109858
composition,0.20042000747557318,0.8276554557834283,1.6258113752749173,0.20152300606891685,0.2301430538142344
compost,1.1426808042322056,0.20143216683040172,0.20979845454337578,0.20507973212436983,0.20615135222172506
compound,0.20248493883543497,0.20125684195086058,3.3424183975264303,0.202876174177605,0.20213980357868694
compounded,1.2394208446192507,0.20289736055676721,0.20206689429322097,0.20413409465237137,0.20000188390603485
comprable,0.20716775476103508,0.20402869483143124,3.101309316582005,0.20109712642360467,0.2072187756386116
comprehensive,0.20112830895674033,0.20202930867284075,0.20335104599242665,0.2044474444565515,3.094698735090799
compressed,0.2000128080283366,0.20409174994478843,0.20000301816458452,0.2006718386893615,2.120590767210161
compresses,0.20336011696353118,0.20083815280596418,0.9941058317376985,0.20001144689008707,0.2000033412808236
compressor,0.20382628097904595,0.2081211796075515,1.3302980812685743,0.2109099668205448,0.2041945008306129
comprise,0.20001596248916306,0.20740052708188406,1.2910398198500326,0.21178983193986742,0.20359735184167205
comprised,0.20537061546234314,0.20415256031780873,2.8281229558475105,0.21206363192404537,0.20352422697975028
compromise,0.20239675244076988,4.999936650701336,0.20479900809747892,1.71793339027061,0.2043783602831692
compromised,0.2000398693595455,0.20973181930397136,0.2024687499311527,2.2456308176065622,0.20773119394619113
comptempation,0.20260652702889945,0.20691681412018728,1.2077706235532868,0.20919389092718094,0.20484308235714813
compulsive,0.20365081539306118,0.20964721242624657,0.20000260272759351,1.3347703006305207,0.20296912805498638
computer,0.2059219327559152,0.20281117236862617,9.682685274510648,0.20538696326181619,0.21601171907347883
comthanks,0.20082294774579568,0.20585345786447806,0.20697153879103902,1.5045056574870153,0.20057823139897127
comthe,0.20481199808378625,0.20509724010917635,0.9804334336847744,0.2066527947617244,0.20582316263815692
comwe,0.20001649602910845,0.2740313410194209,0.2015977073614652,0.7458813885341873,0.20037035632222594
conainer,0.9376000839800018,0.20066308868466357,0.2015060117071107,0.20714624330690973,0.2034203881540984
conatiner,0.20001743066351613,0.9282606389598277,0.2000041224451729,0.20000996072608754,0.20526613870485946
conbination,0.8800994410597893,0.2194592472168478,0.20000830951413545,0.20001749057270882,0.21348915876013846
conc,0.20001678684775012,0.2090308925918029,0.20494726600298382,1.1673135668685617,0.20000249147000962
conceaer,0.2000115410191791,0.20424183505835453,0.20313824486211848,1.1471072918595555,0.20000177095748903
conceal,0.2043843586140613,246.9520765689945,0.20711474005387365,0.20446354323312976,0.2045732548870793
concealar,0.20171335679493801,2.3678423386261414,0.2000026243125628,0.21243489492327977,0.20933666393819164
concealear,0.2000237338493194,1.052892134043626,0.21435265609553994,0.20001402588749226,0.21079433076053156
concealed,0.20631067647652057,15.330105722316244,19.484997329170554,0.20358524060376887,0.2040317494209947
concealee,0.22605500255171024,0.2096760157211602,0.2854884775506815,1.0175204560103064,0.20000117444936175
concealer,0.20514599938402592,2878.177454124681,0.3287132248647951,0.3525458576003622,19.29829234656205
concealerit,0.20000956633565256,0.20339898439364307,0.20210970057303956,1.457240296576874,0.20000186279167056
concealerlaura,0.20000956622487823,0.20339898842977538,0.20210970097520004,1.4572402921538907,0.20000186289165706
concealermac,0.20000956623569977,0.20339898793488367,0.20210970096120054,1.4572402926131025,0.20000186293657946
concealers,0.20608910924857657,150.45860182178862,0.20438336034862792,0.2070653601535258,15.026396214549731
concealerthis,0.20006067748041817,1.2674107838892579,0.200013602236437,0.20003175821483932,0.2043365906140005
concealerupdate,0.20091447310282837,0.20361627604513485,0.20000117452444593,0.20408172789597148,0.8132836379764141
concealing,0.2061636449521746,97.7238132211366,0.20547877278144944,0.2039611178337446,0.20404372005968976
concealinggood,0.20115460175249122,0.20210818489329527,0.20460671169935604,0.9460371427476972,0.20067856878366128
concealler,0.2011221119859116,0.2043177247082073,0.8787378207041665,0.20103594495900598,0.2118540913641897
concealment,0.20154026447054568,0.20483213594226884,3.7155427798135086,0.20895699485513117,0.20276831079735616
concealor,0.2044786787901775,69.31511676651046,0.20238242854619495,0.20295067668116135,27.870072843139756
concealors,0.20593024871655105,6.3586878427906335,0.20041994453198045,0.20166292960375695,0.20580205287070627
concealours,0.26625133854188443,0.20374204772372023,0.20294723822124405,1.189995401568281,0.20891738669177984
concealr,0.9241339517405971,0.2050947434013844,0.20563074361402073,0.20000318638764145,0.20285725061628118
conceals,0.20221684518129915,54.74600523228446,0.20407021683537852,0.20314872133724024,0.20302025651131964
concede,0.20099846860782092,0.20540161557383116,0.21410055689262683,3.592357746363591,0.20274856934920601
conceiler,3.3192641448210414,0.20901095210122084,0.20000257615277597,0.2000061501595809,0.20000164274748158
conceivably,0.2000132879747017,0.20945430685631167,0.20309196745981944,0.20608569894251952,0.7961621016433779
conceived,1.2596727274636328,0.21697499035365173,0.21628283058675113,0.20475372933056657,0.20400947400678252
concelaer,0.21154596634948256,0.20130046969447105,0.2043148069539896,1.7094388545283135,0.22205460788331519
concelaor,0.2000478151837692,0.23281866331791573,0.20000994531540844,1.0210021178099133,0.20000779108298458
concelar,0.20523719455633177,6.048473022969799,0.20918505062901135,0.20062130198836314,0.208483126471645
concelear,0.2005992700683525,7.528130767391242,0.20286646729521543,0.20405375980437165,0.20558950124228217
conceleor,0.2000528741502997,0.20178715976459133,3.073371360067022,0.20002533515719978,0.20000795585296527
conceler,0.20620951697583467,8.920098103333846,0.20181717996287232,0.20351114705366377,0.2027889355417313
concelor,0.208370595544797,3.9988613616993325,0.21314516843260073,0.2046442829177571,0.20998463826003602
concensus,0.2028149262828007,1.8664484878112375,0.20468702601743086,0.20478771274739113,0.3234155070833493
concentrate,0.20331254596223752,22.285013813577798,0.2070114684605301,0.21692968834256002,0.20356811456315077
concentrated,0.20411609725544114,23.804391005429547,0.20349228356050159,0.2049712654525056,2.45723975147416
concentrates,3.1765210452400776,0.2027965141220715,0.2016812295801698,0.20037293096083184,0.20190675536542044
concentrating,0.20036978573413536,1.6779414614453116,7.3278403744513945,0.20960836922213336,0.2072794708885701
concentration,14.562139258296613,0.20579468441038284,0.2120884083748957,0.23627720730771065,0.20670825989212777
concentrations,2.2707616443264955,0.20467035617582394,0.20753406677275935,0.2508266723712774,0.2009809938542737
concept,0.2050534347420326,35.89961629405314,42.558733614892965,0.20537311499003272,33.501935276317
conception,0.8095368777832075,0.2143636231875348,0.20000213587881174,0.20000443681843555,0.20156341041594045
concepts,0.2050700511288426,0.22940572056043265,2.257313868299557,0.20635742488616307,0.20312864872514325
concern,0.2113825054510737,52.761556909477044,0.20865330392494918,0.21161267987087704,6.947003889703627
concerned,0.2046101491208745,98.61969907197526,0.21020650204768085,0.20776406675901263,0.210621320062205
concerning,0.2004999748905916,0.2094819522066281,0.20296157257799738,0.20735313668525251,4.391776306490493
concerns,0.21007764930599784,6.202927927729979,0.20524110011529484,12.958510742137703,4.4421670780621625
concert,0.2000135069166891,0.20733651251680016,0.20298581828709555,0.21298835657566992,5.91977241447469
concertrate,0.20001617183968742,0.9067932866408535,0.20000384146216854,0.20000810692149532,0.21030641022747423
concerts,2.212696373464896,0.20528902759507714,0.2040967191892319,0.20550451067844955,0.21428302329370028
concider,1.3669589670890077,0.20057678286147743,0.2017448100478102,0.20000551024928237,0.20077990551154132
concious,3.3893095606172965,0.2102982202143163,0.2047587106318634,0.20899753374089075,0.21927528757562545
conciousif,1.368327145666146,0.2039611574452367,0.20223114614134463,0.20195176408959453,0.20000107694206198
conclear,0.20073109424513808,3.99695297667011,0.2023649701220139,0.20218473332428297,0.20136199983394917
conclude,0.2051085443394496,0.204325796293041,0.27698239374376826,0.20657573067682944,4.942472247027345
concluded,4.408688333731492,0.20459693678208973,2.939813444219692,0.2299845243015036,0.20575705395250635
conclusion,0.20644061123474786,22.312482614505946,38.00057636290863,0.20511745172325666,25.05273013775647
conclusions,0.2030021422328139,3.4306769042255914,0.20631009289015512,0.2021454520204054,0.20541209730000648
conclusive,2.8133268900742396,0.21457457699900181,0.20142833430389795,0.2139702704338031,0.21947269427244692
conclusively,0.21624505436805874,0.2026007628501008,0.20519886998053,0.23555091687829824,0.9477461839256275
conclution,0.24093820330851062,0.8327232628214519,0.20000488088906346,0.20001024926150346,0.20000328453640207
concoction,0.22728556782806178,0.20523385480550857,0.20841445023400385,0.2111343011043619,3.0358275879761214
concoctions,2.7794732000188804,0.20772041466512856,0.20763267169572547,0.20422079456602027,0.20282083803772435
concrete,1.8805342552155522,0.2012832745319943,0.20035937368552142,0.200003452998186,0.20031539512392882
concur,0.20001991483218376,0.2089044797125997,0.2026778141721633,0.8636462942980692,0.21003316332862884
condemned,0.20000881310654262,0.20643631483875532,0.20000201821197744,1.4091478743483663,0.20000132306051996
condensed,0.20002311533278855,0.2081204717301718,0.20855619585359758,1.0654008398481973,0.20088971054931065
condesate,1.6064405342541845,0.2003425400281975,0.20000166915387374,0.20021935441536992,0.2000002045464159
condescending,0.20000917192677867,0.20337660928723852,0.20716024546909698,0.20000443944644997,0.8825679153071383
condiering,0.9417439902080242,0.20470446918983234,0.20000380309420282,0.20144866677131337,0.20243488648453856
condifential,0.20265601950726042,0.20329917906145117,1.3463575105169083,0.22981658482782055,0.21375707467379365
condition,0.20327630909099692,101.47240700733403,22.69468065897466,1.2687721062267294,0.20659477657329448
conditioned,0.20076303903056375,0.20491535527573407,0.2075110508212524,0.2089715349877566,6.142643574399981
conditionedit,0.20001603790623002,1.1232058677631107,0.20398237593011784,0.20001075746980276,0.20115368577004053
conditioner,0.20089620216149037,0.21432723274097054,5.177243794643514,0.20731709192184378,0.20296330538866295
conditioners,0.2038387422056203,0.20305275142614435,0.8257762874775372,0.20000468439999128,0.20000133023712852
conditioning,0.21144580228395485,0.20276489108788748,5.400464016542715,3.19862449569004,0.20320953001322692
conditions,14.214633483811856,22.99534292518593,1.6669693351705945,0.20917871100866411,5.323395635355846
condoms,0.8716619413682161,0.20251147235015196,0.20032630934196533,0.20114162290757598,0.2018854901341294
conducive,3.6316256895636965,0.2050872942220705,0.2005880863873509,0.2082060136928546,0.20278798870713485
conducted,0.20001238212688124,0.2032661627368816,0.20000288260946664,0.20000593061677382,0.8781067069859696
cone,0.20839019002414239,2.44471228712871,11.745836237273375,0.312850298061096,0.25382516694406043
conealer,0.20001740852704772,0.21497460253622605,0.20863130608149372,0.20392134459820987,0.9356060947243049
cones,4.638870634983945,0.23721617967299993,0.21445510135879955,0.2506322529434641,16.989410503638684
coney,0.20009669763246143,1.5043449801359785,0.20002262851246808,0.20004938948418605,0.2000141425387054
conference,0.909565735870573,0.2001379425569646,0.20673396567236368,0.20165081142967625,0.20311480845087906
confess,0.2000144013127579,0.20997402496788395,2.645480888168455,0.20202190350414176,0.20939176996837092
confessed,0.200030125727481,0.20726493160364443,0.2000067732434248,0.20205369047379534,1.9927029974110921
confided,1.4922036182127283,0.20228920538826928,0.21564917747988102,0.21674947846564696,0.20618728799702474
confidence,0.2166332951437842,37.52386340797697,0.21410928250806197,0.20566271589518356,0.21762842147232925
confident,0.20557594166582208,41.1532641507749,0.20583216139253865,0.20884384724327604,17.1482183262502
confidently,0.2018199116312864,0.20848853455178332,6.5865767109198945,0.20666356989186366,0.2036822979038602
confidient,0.2191740326582298,1.1982936900397827,0.21954930144179227,0.21451722282384247,0.20859365856791157
confine,0.20001942386738783,0.46668573277592923,0.20376681769672175,0.28190200662136866,0.7405195583050431
confined,0.20000755143081755,0.2004581991140227,0.2038051138864473,0.20000367114542084,0.814068410834935
confinue,0.2000310001225742,0.22155536675091086,0.20000676560005098,1.3548745322729232,0.20000462518722034
confirm,0.20244199154796771,0.2034524789442025,8.955941609487075,0.2096446378032188,0.2522722813869406
confirmation,0.2041967615100991,0.20689088949946552,0.20520793884933206,1.0667850757143755,0.204848513848381
confirmed,0.20871583045017664,0.20196167795045153,0.20100200840457255,0.20681448455657406,7.833304810961516
confirms,0.200009339302723,0.20459164200731358,0.9758913320810676,0.20576321096560501,0.20313369630289796
confiscated,1.1845103519559455,0.2073524758512256,0.20748893757037276,0.2000092051813406,0.20945489953358873
conflict,0.20001183650308368,0.20563860533206804,0.20847523606798415,0.20696383035790963,1.813906104038782
